block_id	seq_id	bin_id	start	end	seq_id2	bin_id2	start2	end2	strand	block_ori	colour_block
304	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	17907704	18136909	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	18050445	18285624	+	+	DroMel#1#X
304	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	18050445	18285624	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	17369989	17610329	+	+	DroMel#1#X
304	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	17369989	17610329	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	8857370	9118289	+	+	DroMel#1#X
305	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	18140361	18604834	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	18289278	18744474	+	+	DroMel#1#X
305	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	18289278	18744474	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	17614301	18074505	+	+	DroMel#1#X
305	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	17614301	18074505	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	24778771	25377909	+	+	DroMel#1#X
306	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	18605306	18634690	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	18744916	18774397	+	+	DroMel#1#X
306	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	18744916	18774397	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	18074935	18104886	+	+	DroMel#1#X
306	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	18074935	18104886	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	25431422	25505336	+	+	DroMel#1#X
307	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	18636574	18744069	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	18776268	18882227	+	+	DroMel#1#X
307	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	18776268	18882227	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	18106754	18214329	+	+	DroMel#1#X
307	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	18106754	18214329	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	25592751	25726726	+	+	DroMel#1#X
309	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	18754030	18828960	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	18892006	18963000	+	+	DroMel#1#X
309	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	18892006	18963000	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	18224404	18295391	+	+	DroMel#1#X
309	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	18224404	18295391	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	25759087	25842425	+	+	DroMel#1#X
310	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	18832725	18840723	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	18966726	18974686	+	+	DroMel#1#X
310	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	18966726	18974686	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	18299131	18307062	+	+	DroMel#1#X
310	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	18299131	18307062	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	26174475	26192730	+	+	DroMel#1#X
311	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	18845219	18883959	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	18983319	19021751	+	+	DroMel#1#X
311	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	18983319	19021751	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	18311375	18349968	+	+	DroMel#1#X
311	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	18311375	18349968	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	30882038	30925563	+	+	DroMel#1#X
312	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	18885086	19693211	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	19022853	19810112	+	-	DroMel#1#X
312	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	19022853	19810112	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	18351054	19167067	+	-	DroMel#1#X
312	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	18351054	19167067	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	1215639	2032825	-	-	DroMel#1#X
313	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	19697069	19851995	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	19812295	19952701	+	-	DroMel#1#X
313	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	19812295	19952701	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	19169264	19317750	+	-	DroMel#1#X
313	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	19169264	19317750	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	10612925	10775893	-	-	DroMel#1#X
314	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	19852430	19975684	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	19953128	20043607	+	+	DroMel#1#X
314	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	19953128	20043607	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	19318187	19402006	+	+	DroMel#1#X
314	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	19318187	19402006	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	16733806	16836108	+	+	DroMel#1#X
316	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	19982223	20159384	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	20050002	20207602	+	+	DroMel#1#X
316	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	20050002	20207602	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	19408336	19610512	+	+	DroMel#1#X
316	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	19408336	19610512	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	16844562	17060823	+	+	DroMel#1#X
318	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	20231078	20343799	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	20224825	20326949	+	-	DroMel#1#X
318	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	20224825	20326949	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	19626892	19731246	+	-	DroMel#1#X
318	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	19626892	19731246	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	14667486	14795370	-	-	DroMel#1#X
319	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	20345161	20359016	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	20329633	20345249	+	+	DroMel#1#X
319	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	20329633	20345249	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	19734806	19750737	+	+	DroMel#1#X
319	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	19734806	19750737	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	14648904	14665628	+	+	DroMel#1#X
321	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	20363692	20372797	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	20349141	20357929	+	+	DroMel#1#X
321	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	20349141	20357929	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	19756671	19765597	+	+	DroMel#1#X
321	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	19756671	19765597	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	14628452	14639556	+	+	DroMel#1#X
322	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	20374691	20423528	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	20359924	20415113	+	-	DroMel#1#X
322	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	20359924	20415113	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	19767708	19821364	+	-	DroMel#1#X
322	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	19767708	19821364	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	14574381	14627287	-	-	DroMel#1#X
323	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	20424201	21138696	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	20415831	21184260	+	-	DroMel#1#X
323	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	20415831	21184260	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	19822063	20564271	+	-	DroMel#1#X
323	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	19822063	20564271	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	2239674	2975671	-	-	DroMel#1#X
324	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	21141736	21284805	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	21251556	21367223	+	-	DroMel#1#X
324	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	21251556	21367223	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	20593716	20724115	+	-	DroMel#1#X
324	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	20593716	20724115	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	2101923	2236451	-	-	DroMel#1#X
326	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	21292292	21357906	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	21375528	21441068	+	-	DroMel#1#X
326	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	21375528	21441068	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	20732335	20805381	+	-	DroMel#1#X
326	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	20732335	20805381	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	2033897	2101232	-	-	DroMel#1#X
327	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	21358335	21395178	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	21441489	21479744	+	+	DroMel#1#X
327	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	21441489	21479744	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	20805811	20844370	+	+	DroMel#1#X
327	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	20805811	20844370	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	30931558	30988026	+	+	DroMel#1#X
329	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	21400991	21571467	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	21489605	21627704	+	+	DroMel#1#X
329	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	21489605	21627704	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	20853441	20985133	+	+	DroMel#1#X
329	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	20853441	20985133	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	31002271	31273246	+	+	DroMel#1#X
331	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	21574220	21578371	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	21630436	21637209	+	+	DroMel#1#X
331	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	21630436	21637209	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	20987888	20992512	+	+	DroMel#1#X
331	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	20987888	20992512	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	31278581	31300815	+	+	DroMel#1#X
333	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	21583717	21602555	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	21642472	21660517	+	+	DroMel#1#X
333	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	21642472	21660517	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	20997816	21014257	+	+	DroMel#1#X
333	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	20997816	21014257	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	31324937	31412796	+	+	DroMel#1#X
334	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	22445019	22483194	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22640011	22676079	-	-	DroMel#1#X
334	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22640011	22676079	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21541518	21577981	-	-	DroMel#1#X
334	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21541518	21577981	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	30021662	30091705	-	-	DroMel#1#X
335	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	22487770	22502811	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22614190	22635455	-	-	DroMel#1#X
335	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22614190	22635455	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21582639	21600642	-	-	DroMel#1#X
335	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21582639	21600642	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	29963172	30000380	+	-	DroMel#1#X
336	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	22511775	22544224	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22576778	22605471	-	-	DroMel#1#X
336	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22576778	22605471	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21609237	21637949	-	-	DroMel#1#X
336	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21609237	21637949	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	29870469	29956793	-	-	DroMel#1#X
337	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	22580642	22633990	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22496221	22546168	-	-	DroMel#1#X
337	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22496221	22546168	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21652843	21699975	-	-	DroMel#1#X
337	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21652843	21699975	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	29680608	29762387	-	-	DroMel#1#X
338	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	22650469	22674226	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22392802	22420274	-	-	DroMel#1#X
338	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22392802	22420274	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21711587	21735321	-	-	DroMel#1#X
338	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21711587	21735321	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	29559333	29668837	-	-	DroMel#1#X
340	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	22690974	22708753	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22369866	22381290	-	-	DroMel#1#X
340	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22369866	22381290	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21748255	21758566	-	-	DroMel#1#X
340	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21748255	21758566	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	29526230	29544461	-	-	DroMel#1#X
342	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	22725186	22764843	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22318415	22363311	-	-	DroMel#1#X
342	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22318415	22363311	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21765213	21816132	-	-	DroMel#1#X
342	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21765213	21816132	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	29438041	29510249	-	-	DroMel#1#X
344	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	22774856	22778263	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22309453	22312955	-	-	DroMel#1#X
344	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22309453	22312955	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21822048	21825126	-	-	DroMel#1#X
344	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21822048	21825126	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	29415147	29426267	-	-	DroMel#1#X
345	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	22778905	22787582	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22300553	22308761	-	-	DroMel#1#X
345	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22300553	22308761	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21825813	21834347	-	-	DroMel#1#X
345	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21825813	21834347	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	29392219	29409934	+	-	DroMel#1#X
346	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	22789843	22882018	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22170942	22298259	-	-	DroMel#1#X
346	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22170942	22298259	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21836689	21919128	-	-	DroMel#1#X
346	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21836689	21919128	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	29212992	29388795	-	-	DroMel#1#X
348	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	22959405	23013684	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22076180	22126896	-	-	DroMel#1#X
348	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	22076180	22126896	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21975661	22022318	-	-	DroMel#1#X
348	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	21975661	22022318	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	28605718	28697322	-	-	DroMel#1#X
